철도운영기관명,선명,역명,지상지하구분,역층,게이트내외,출구번호,상세위치
서울교통공사S5,7호선,장암,지상,1,외,1,1층 게이트 옆
서울교통공사S5,7호선,도봉산,지상,1,외,1,지상1층 대합실 앞
서울교통공사S5,7호선,도봉산,지상,1,내,2,지상1층 환승통로 
서울교통공사S5,7호선,수락산,지하,2,외,5,대합실 지하2층 고객상담실 앞
서울교통공사S5,7호선,마들,지하,2,외,4,대합실 B2 에스컬레이터 앞 
서울교통공사S5,7호선,노원,지하,2,외,6,지하2층대합실/ 가아이센터앞
서울교통공사S5,7호선,중계,지하,1,외,1,지하1층 1번출구 옆
서울교통공사S5,7호선,하계,지하,1,외,4,지하1층 4번출구
서울교통공사S5,7호선,공릉,지하,1,외,1,지하1층 아이센터 앞
서울교통공사S5,7호선,태릉입구,지하,3,외,2,대합실 지하3층 고객상담실 앞
서울교통공사S5,7호선,먹골,지하,1,외,1,B1층 대합실
서울교통공사S5,7호선,중화,지하,1,외,2,B1층  2번출구 방향
서울교통공사S5,7호선,상봉,지하,1,내,1,B1층  1/2/5/6번출구앞
서울교통공사S5,7호선,면목,지하,1,외,3, B1층 아이센터 앞
서울교통공사S5,7호선,사가정,지하,1,외,1,B1층  1번출구 앞
서울교통공사S5,7호선,용마산,지하,1,외,1,B1층  1번출구 앞
서울교통공사S5,7호선,중곡,지하,2,외,1,B2층  게이트 앞
서울교통공사S5,7호선,어린이대공원,지하,2,외,1,B2층  아이센터 옆
서울교통공사S5,7호선,건대입구,지하,2,내,3,B2층 게이트 옆
서울교통공사S5,7호선,뚝섬유원지,지상,2,내,1,지상2층 대합실
서울교통공사S5,7호선,청담,지하,3,외,3,B3 대합실 나 I센터 옆
서울교통공사S5,7호선,강남구청,지하,1,외,1,B1층 대합실 가아이센터 맞은편
서울교통공사S5,7호선,학동,지하,2,외,1,B2 1/2번 출구 계단 옆
서울교통공사S5,7호선,논현,지하,1,외,7,대합실 1층 7/8번 출구 근처
서울교통공사S5,7호선,논현,지하,2,외,7,대합실 2층 왓슨스 매장 뒤편
서울교통공사S5,7호선,반포,지하,2,외,1,대합실 지하2층 계단 옆
서울교통공사S5,7호선,고속터미널,지하,1,외,3,대합실 1층 3번출구 왼쪽
서울교통공사S5,7호선,내방,지하,1,외,5,대합실 지하1층 5~8번출구방면
서울교통공사S5,7호선,이수,지하,1,외,7,지하1층 연결통로
서울교통공사S5,7호선,이수,지하,3,내,7,지하3층 (가)게이트안쪽 상선 내부계단 옆
서울교통공사S5,7호선,남성,지하,2,내,2,대합실 상선 내부계단 옆
서울교통공사S5,7호선,숭실대입구,지하,2,외,1,대합실2층
서울교통공사S5,7호선,상도,지하,2,외,3,지하 2층 대합실 계단좌측
서울교통공사S5,7호선,장승배기,지하,2,외,5,지하2층 대합실 5/6번 출구방향 내부계단 옆
서울교통공사S5,7호선,신대방삼거리,지하,2,외,1,대합실 2층
서울교통공사S5,7호선,보라매,지하,1,외,3, 대합실 1층 3번출구 방향
서울교통공사S5,7호선,신풍,지하,1,외,5,대합실 1층 5번출구방향
서울교통공사S5,7호선,대림,지하,1,외,9,대합실 1층
서울교통공사S5,7호선,남구로,지하,1,외,2,대합실 1층 2~5번출구 방향(E/S 7/8호기 옆)
서울교통공사S5,7호선,가산디지털단지,지하,1,외,4,대합실 1층 4번출구 방향
서울교통공사S5,7호선,철산,지하,1,외,3,대합실 1층 3번 출구 방향
서울교통공사S5,7호선,광명사거리,지하,2,외,4,대합실 2층 연결통로( 가-ⓘ센터와 나-ⓘ센터 중간지점)
서울교통공사S5,7호선,천왕,지하,1,외,2,대합실 1층 2번 출구 방향
서울교통공사S5,7호선,온수,지하,1,외,4,대합실 1층 4번출구 방향
인천교통공사,7호선,까치울,지하,1,내,5,(B1) GS25 편의점 옆/ 5번 출입구 방향
인천교통공사,7호선,부천종합운동장,지하,1,외,3,(B1) 3번 출구 방향
인천교통공사,7호선,부천종합운동장,지하,1,내,4,(B1) 4번 출구 방향
인천교통공사,7호선,춘의,지하,1,외,1,대합실 1/2 / 3/4 번 출입구 사이
인천교통공사,7호선,신중동,지하,1,외,6,(B1) 표내는곳 외부 계단 4/5/6번 출입구 방향
인천교통공사,7호선,부천시청,지하,1,외,2,2번출구와 3번출구 사이/ 이마트연결통로 옆
인천교통공사,7호선,상동,지하,1,외,4,(B1) 대합실 중앙 The bake 왼쪽 통로
인천교통공사,7호선,삼산체육관,지하,1,외,1,(B1) 개집표구 외부/ 1번/2번 출입구 방향
인천교통공사,7호선,굴포천,지하,1,외,5,5번출구 옆
인천교통공사,7호선,부평구청,지하,1,외,3,(B1) 3번 출입구 옆
인천교통공사,7호선,부평구청,지하,1,내,3,(B1) 표내는곳 내 계단 옆 
인천교통공사,7호선,산곡,지하,1,외,7,7번 출입구 방향
인천교통공사,7호선,석남,지하,4,외,5,(B4)5번/6번 출입구 방향 표내는 곳 외부
인천교통공사,7호선,석남,지하,4,내,2,(B4)2/3/4/7 출입구 방향 인천 2호선 환승통로
