철도운영기관명,선명,역명,지상지하구분,역층,게이트내외,출구번호,상세위치
서울교통공사,1호선,서울역,지하,1,외,2,지하1층 2번출구 부근
서울교통공사,1호선,시청,지하,1,외,5,지하1층 5번출구 부근
서울교통공사,1호선,종각,지하,1,외,1,지하1층 가게이트 부근 (연결통로 부근/ 시청측)
서울교통공사,1호선,종각,지하,1,외,4,지하1층 다게이트 부근 (종로3가측)
서울교통공사,1호선,종로3가,지하,1,외,1,지하1층 가게이트 부근
서울교통공사,1호선,종로5가,지하,1,외,8,지하1층 지하상가 연결통로앞
서울교통공사,1호선,동대문,지하,1,외,4,지하1층 4번출입구 부근
서울교통공사,1호선,동묘앞,지상,1,외,2,1층 역무실 부근
서울교통공사,1호선,동묘앞,지하,1,외,3,지하1층 3번출입구 부근
서울교통공사,1호선,동묘앞,지하,1,외,2,하선승강장 7-3지점
서울교통공사,1호선,동묘앞,지하,1,내,3,상선승강장 4-3지점
서울교통공사,1호선,신설동,지하,1,내,1,대합실(지하1층) 역무실 앞
서울교통공사,1호선,제기동,지하,1,외,2,2번출구우측
코레일,1호선,덕정,지상,1,외부,1,맞이방 표 내는 곳 옆
코레일,1호선,덕정,지상,1,외부,1,맞이방 표 내는 곳 옆
코레일,1호선,가능(을지대병원),지상,1,외부,1,1번출구 앞
코레일,1호선,가산디지털단지,지상,2,외부,1,(2F) 게이트 옆
코레일,1호선,가산디지털단지,지상,2,외부,1,(2F) 게이트 옆
코레일,1호선,간석,지상,2,내부,,개찰구 안쪽 정면
코레일,1호선,개봉,지상,2,외부,1,(2F)맞이방 역무실 맞은편
코레일,1호선,관악,지상,1,내부,,(1F) 하선 승강장 연결 통로
코레일,1호선,관악,지상,2,외부,2,(2F) 역사 대합실
코레일,1호선,광명,지상,1,내부,1,(1F) 서편 북쪽(1번 출입구)
코레일,1호선,광명,지하,1,내부,,(B1) 서편 북쪽(2번 통로)
코레일,1호선,광명,지하,1,내부,,(B1) 동편 남쪽(4번 통로)
코레일,1호선,광명,지하,1,내부,,(B1) 동편 북쪽(2번 통로)
코레일,1호선,광명,지상,1,내부,,(B1) 서편 남쪽(4번 통로)
코레일,1호선,광명,지상,1,내부,4,(1F)  서편 남쪽(4번 출입구)
코레일,1호선,광명,지상,1,내부,8,(1F)  동편 남쪽(8번 출입구)
코레일,1호선,광명,지상,1,내부,5,(1F)  동편 북쪽(5번 출입구)
코레일,1호선,광운대,지상,1,외부,1,(1층) 1번 출입구 방향 옆
코레일,1호선,구로,지상,3,외부,2,(3F)2/3번 출구 게이트 옆
코레일,1호선,구로,지상,3,외부,2,(3F)2/3번 출구 게이트 옆
코레일,1호선,구일,지상,1,내부,1,(1) 1번출입구
코레일,1호선,구일,지상,1,외부,2,(1) 2번출입구
코레일,1호선,군포,지상,2,외부,1,(2F) 비상게이트 옆 
코레일,1호선,금정,지상,2,외부,6,(2)개찰구 옆
코레일,1호선,금천구청,지상,1,외부,1,1층 광장 입구 1층 계단 옆
코레일,1호선,남영,지상,2,내부,1,승강장 북쪽 계단 옆
코레일,1호선,노량진,지상,3,내부,2,2번출구 표 내는 곳 앞
코레일,1호선,녹양,지상,1,외부,1,1번출구 왼편
코레일,1호선,녹천,지상,2,내부,2,(2F) 인천승강장 계단 앞/ E/L 옆
코레일,1호선,녹천,지상,1,내부,3,(1F) 인천승강장 계단 아래/ E/L 옆
코레일,1호선,당정,지상,2,외부,3,출입구 옆/ 1번 출입구 방향
코레일,1호선,당정,지상,2,외부,3,출입구 옆/ 1번 출입구 방향
코레일,1호선,대방,지상,1,내부,7,(F1) 맞이방 내
코레일,1호선,덕계,지상,1,내부,1,1번 출입구 방향 우측
코레일,1호선,도봉산,지상,2,외부,1,(2층) 맞이방 앞 1/3번 출입구 사이
코레일,1호선,도봉,지상,1,외부,1,(1F) 표 내는 곳 옆/ 1번 출입구 방향
코레일,1호선,도봉,지상,1,외부,2,(1F) 남부 고객지원실 옆/ 2번 출입구 방향
코레일,1호선,도원,지상,2,내부,1,(2) 표내는곳 내 계단 옆/ 인천방면 방향
코레일,1호선,도화,지상,2,내부,4,표내는곳  나와 우측
코레일,1호선,독산,지상,2,외부,1,(2F) 1번 출입구 방향 역무실 맞은편
코레일,1호선,동두천,지상,3,외부,1,3층 이동통로 → 1번출구 방향 중간
코레일,1호선,동두천중앙,지상,2,외부,1,(2F) 맞이방 물품보관함 옆
코레일,1호선,동암,지상,1,외부,2,맞이방 상행게이트 옆
코레일,1호선,동인천,지상,1,외부,1,선상 맞이방 
코레일,1호선,동인천,지하,1,외부,2,선하 연결통로
코레일,1호선,두정,지상,2,외부,1,맞이방 출입구 나가는 방향 우측
코레일,1호선,망월사,지상,1,내부,3,게이트 내부 바로 앞
코레일,1호선,망월사,지상,1,외부,1,발매기 좌측
코레일,1호선,명학,지상,2,외부,1,2층 맞이방 게이트 옆
코레일,1호선,방학,지하,,내부,1,개집표구 안쪽 인천.의정부 계단 중간
코레일,1호선,방학,지하,,내부,1,개집표구 안쪽 인천.의정부 계단 중간
코레일,1호선,방학,지상,1,내부,3,상행남부 타는곳 계단 위 부근
코레일,1호선,방학,지상,1,내부,3,상행남부 타는곳 계단 위 부근
코레일,1호선,배방,지상,1,외부,1,(1층) 스토리웨이 앞
코레일,1호선,배방,지상,1,외부,1,(1층) 스토리웨이 앞
코레일,1호선,백운,지상,2,외부,2,(2F) 2번/3번 출입구 방향
코레일,1호선,병점(한신대),지상,2,외부,1,(2F) 1번 출입구 방향 
코레일,1호선,보산,지상,2,외부,,2층 인천행e/v앞
코레일,1호선,봉명,지상,2,외부,1,2F 맞이방/ 1번/2번 출입구 방향
코레일,1호선,부개,지상,2,내부,1,2층 맞이방 1번  출구 뱡향
코레일,1호선,부천,지상,3,외부,1,(3) 3층 남쪽 1번출입구 방향
코레일,1호선,부평,지상,2,외부,2,2번 출입구 방향
코레일,1호선,부평,지하,2,외부,,지하 표내는곳 바깥쪽 지하2층 지하 맞이방
코레일,1호선,부평,지상,1,내부,1,1번 출입구 표내는 곳 내부
코레일,1호선,서동탄,지상,1,외부,1,1번 출입구 맞이방 내 오른쪽
코레일,1호선,서정리,지상,3,외부,1,(3F) 맞이방자동발매기 옆/ 1번 출입구 방향
코레일,1호선,석계,지하,1,내부,1,(B1) 게이트 개표 후 왼쪽 방향
코레일,1호선,석수,지상,1,내부,1,하선승강장 계단 내려가서 오른쪽 코너/ 하선승강장 1-1에서 왼쪽 코너
코레일,1호선,석수,지상,2,외부,1,맞이방 입구와 게이트 사이/ 1번 출입구 방향
코레일,1호선,성균관대,지상,3,외부,1,(3F)본역사 맞이방 앞/ 1번 출입구 방향
코레일,1호선,성균관대,지상,3,외부,3,(3F)코레일유통 복합상가/ 3번 출입구 방향
코레일,1호선,성환,지상,2,외부,1,대합실 출입문옆 or 2호기 엘리베이터 옆
코레일,1호선,세류,지상,1,외부,1,1층출구-출입구
코레일,1호선,세마,지상,1,외부,1,1층 1번출구 
코레일,1호선,세마,지상,1,외부,2,1층 2번출구 
코레일,1호선,소사,지상,2,외부,1,(2) 표내는 곳 앞/ 1번 출입구 방향
코레일,1호선,소요산,지상,1,외부,1,(1층) 표내는곳 좌측
코레일,1호선,송내,지상,2,외부,2,(2F) 버스환승센터 B 정류장 근처
코레일,1호선,송탄,지상,2,외부,1,(2F) 맞이방 옆
코레일,1호선,수원,지상,2,외부,2,(2F) 편의점 CU 좌측 방향
코레일,1호선,수원,지상,2,외부,1,(2F) 천경약국 우측 방향
코레일,1호선,신길,지상,2,외부,2,(2F) 2번 출구 왼쪽
코레일,1호선,신도림,지상,2,외부,4,2층 대합실 
코레일,1호선,신창(순천향대),지상,1,외부,1,1층 자동발매기 옆
코레일,1호선,쌍용(나사렛대),지상,1,외부,2,(1F) 2번 출입구 방향 우측
코레일,1호선,아산,지상,1,외부,2,아산역 2번출구 옆
코레일,1호선,안양,지상,2,외부,2,(2층) 대합실내 북쪽 게이트 좌측
코레일,1호선,양주,지상,1,외부,1,(1F) 맞이방/ 1번출입구 방향
코레일,1호선,역곡,지상,2,외부,1,(2F)서울쪽 표내는곳  옆
코레일,1호선,영등포,지상,3,외부,3,(3F) 표 내는 곳/ 임대 회의실 맞은편
코레일,1호선,영등포,지하,1,외부,5,(B1) 맞이방 
코레일,1호선,오류동,지상,2,외부,3,(2) 맞이방 내 표 내는 곳 옆
코레일,1호선,오산,지상,2,외부,1,1번출구쪽 계단 내려가기전 맞이방 동쪽
코레일,1호선,오산대,지상,2,외부,1,(2F) 맞이방 
코레일,1호선,온수,지상,2,외부,7,(2F) 인천방향 게이트 옆/ 7번/8번 출입구 방향
코레일,1호선,온양온천,지상,2,내부,1,(F2) 대합실/ 맞이방 근처
코레일,1호선,외대앞,지상,1,내부,1,(1F) 1번출구 방향 개집표 전 / 의정부승강장(10-4) 계단 아래 
코레일,1호선,용산,지상,3,외부,2,(3F) 2번출구 앞
코레일,1호선,용산,지상,3,내부,1,(3F) 1번출구 오른쪽 방향 광역 개집표구 내부 
코레일,1호선,용산,지상,3,내부,1,(3F) 1번출구 왼쪽 방향 광역 개집표구 내부 
코레일,1호선,용산,지상,4,외부,3,(4F)  철도사법경찰대 사무실 옆 
코레일,1호선,월계,지상,2,외부,1,(2) 북부역무실 옆/ 1번 출입구 방향 
코레일,1호선,월계,지상,1,내부,3,(1) 소요산 방향 승강장 남쪽끝단
코레일,1호선,의왕,지상,3,외부,1,(F3)맞이방 1번/2번 출입구 방향
코레일,1호선,의정부,지상,3,외부,4,(3층) 4/5번 출입구 방향
코레일,1호선,의정부,지상,3,외부,2,(3층) 역무실 옆
코레일,1호선,인천,지상,1,외부,1,(1F) 1번출구 월미도 방향 관광안내소 옆
코레일,1호선,제물포,지상,2,외부,1,(2F) 맞이방 게이트 앞
코레일,1호선,주안,지상,2,외부,1,1번/2번 출입구 방향
코레일,1호선,주안,지하,1,내부,,표 내는 곳 옆
코레일,1호선,중동,지상,2,외부,1,(2F)서울방면 게이트 옆
코레일,1호선,지행,지상,1,외부,4,(1F) 남부역 맞이방 내 4번 출입구 방향
코레일,1호선,직산,지상,2,외부,1,1번 출입구 방향
코레일,1호선,진위,지상,2,외부,1,2층 1번출구 계단 옆
코레일,1호선,천안,지상,3,외부,1,(3F) 동부맞이방 엘리베이터 옆
코레일,1호선,천안,지상,3,외부,2,(3F) 서부맞이방 출입구 옆
코레일,1호선,탕정,지상,1,외부,1,(!)1번 출입구 방향
코레일,1호선,탕정,지상,1,외부,1,(!)1번 출입구 방향
코레일,1호선,평택,지상,3,외부,2,(3F) 매표실 옆/ 2번출입구 방향
코레일,1호선,평택지제,지상,1,외부,1,(2F) 맞이방
코레일,1호선,회룡,지상,3,외부,3,(3F) 3번출입구 맞이방
코레일,1호선,회기,지상,2,외부,1,(2층) 1번 출입구 방향
코레일,1호선,화서,지상,1,내부,2,(1) 2번/3번 출입구 근처 표 내는 곳 내부
