철도운영기관명,선명,역명,지상지하구분,역층,게이트내외,출구번호,상세위치
서울교통공사S5,5호선,방화,지하,1,외,3,대합실 1층 3/4번출구방향 앞
서울교통공사S5,5호선,개화산,지하,1,외,1,대합실 지하1층 하선E/L 옆 
서울교통공사S5,5호선,김포공항,지하,2,외,1,대합실 지하 2층/1번출구 아래(국내선 연결통로 방면)
서울교통공사S5,5호선,송정,지하,2,외,1,대합실 2층 ES 1호기 앞
서울교통공사S5,5호선,마곡,지하,1,외,2,지하1층 대합실 2번출구 하단
서울교통공사S5,5호선,발산,지하,1,외,1,대합실 1층 1/ 9번 출구 사이
서울교통공사S5,5호선,우장산,지하,1,외,2,지하1층 대합실 2번출구 앞
서울교통공사S5,5호선,화곡,지하,1,외,7,대합실 1층 7/8번 출구 앞
서울교통공사S5,5호선,까치산,지하,1,외,1,대합실(지하1층) 1~4번 출구 앞
서울교통공사S5,5호선,신정,지하,2,외,2,2/3번 출구 지하 (가)대합실 운임지역 내 
서울교통공사S5,5호선,목동,지하,1,외,7,대합실 지하1층 7번출구 옆
서울교통공사S5,5호선,오목교,지하,1,외,3,대합실 B1층 3번 출구 방향 임대상가 옆
서울교통공사S5,5호선,양평,지하,1,내,1,b1층 고객상담실 옆. 운임지역내
서울교통공사S5,5호선,영등포구청,지하,1,외,7,대합실 지하1층 7번출구 방면
서울교통공사S5,5호선,영등포시장,지하,1,외,2,대합실 1층  2/ 3번출구 앞 
서울교통공사S5,5호선,신길,지하,3,외,3,대합실(B3) 3번출구 앞
서울교통공사S5,5호선,여의도,지하,1,외,6,대합실1층  가게이트 옆
서울교통공사S5,5호선,여의나루,지하,1,외,3,지하1층 대합실 비운임지역 ES옆
서울교통공사S5,5호선,마포,지하,1,외,4,대합실 1층 토니모리좌측
서울교통공사S5,5호선,공덕,지하,1,외,3, 대합실 1층 3번출구 앞
서울교통공사S5,5호선,애오개,지하,1,외,3,대합실 1층 게이트 통과 후좌측
서울교통공사S5,5호선,충정로,지하,1,외,8,대합실 B1층 8번출구 방향 i센터 맞은 편
서울교통공사S5,5호선,서대문,지하,1,외,1,지하1층 대합실 1/ 2번 출구내려와서 왼쪽편
서울교통공사S5,5호선,광화문,지하,1,외,7,세종측 대합실 지하1층
서울교통공사S5,5호선,종로3가,지하,1,내,5,(대합실 지하1층 역무실 맞은편)
서울교통공사S5,5호선,을지로4가,지하,1,외,1,대합실 B1층/ B2층 내려가는 계단 앞
서울교통공사S5,5호선,동대문역사문화공원,지하,1,외,7,지하1층
서울교통공사S5,5호선,신금호,지하,2,외,5,B2 게이트 앞
서울교통공사S5,5호선,행당,지하,3,외,1,지하3층 E/S 옆(고객상담실 및만남의장소 앞)
서울교통공사S5,5호선,왕십리,지하,2,내,4,b2 대합실 상가2002호점 옆
서울교통공사S5,5호선,마장,지하,2,외,1,지하2층 대합실
서울교통공사S5,5호선,답십리,지하,1,외,5,B1층 5/6번 출입구 방향
서울교통공사S5,5호선,장한평,지하,1,외,1,지하 1층 1번출구 나가기전좌측방향
서울교통공사S5,5호선,군자,지하,1,외,7,지하1층 대합실 5 게이트(가) 앞
서울교통공사S5,5호선,아차산,지하,1,외,3,지하1층 대합실
서울교통공사S5,5호선,광나루,지하,1,외,1,지하1층
서울교통공사S5,5호선,천호,지하,1,외,5,지하1층 대합실(5/6번출구 방향)
서울교통공사S5,5호선,강동,지하,1,외,2,대합실 지하1층 2번출구 앞 
서울교통공사S5,5호선,길동,지하,1,외,3,대합실 지하1층 3번 출구 옆
서울교통공사S5,5호선,굽은다리,지하,1,외,3,대합실 지하1층 3번출구 앞
서울교통공사S5,5호선,명일,지하,1,외,3,대합실 지하1층 3번출구 앞 
서울교통공사S5,5호선,고덕,지하,1,외,1,대합실 지하1층 1번 출구 방향
서울교통공사S5,5호선,상일동,지하,1,외,4,대합실 지하1층 4번출구 앞
서울교통공사S5,5호선,강일,지하,2,외,3,대합실 지하2층 3번출구측
서울교통공사S5,5호선,강일,지하,2,외,4,대합실 지하2층 4번출구측
서울교통공사S5,5호선,미사,지하,1,외,5,대합실 지하1층 5번 출구옆
서울교통공사S5,5호선,미사,지하,1,내,2,대합실 지하1층 승강장 상선 내부계단옆
서울교통공사S5,5호선,하남풍산,지하,1,외,1,대합실 지하1층 #1/2출구 앞
서울교통공사S5,5호선,하남시청,지하,1,외,1,대합실 지하1층 #1~3출구 앞
서울교통공사S5,5호선,하남검단산,지하,1,외,1,대합실 지하1층 #1/2출구 앞
서울교통공사S5,5호선,둔촌동,지하,1,외,3,대합실 지하1층/ 3/4번 출구 방향
서울교통공사S5,5호선,올림픽공원,지하,1,외,2,대합실 지하1층 2번출구 앞
서울교통공사S5,5호선,방이,지하,1,외,3,대합실 지하1층 3/4번 출구방향 
서울교통공사S5,5호선,오금,지하,1,내,6,대합실 지하1층 방이역 방향
서울교통공사S5,5호선,개롱,지하,1,외,1,1/4번호 출구 사이
서울교통공사S5,5호선,거여,지하,1,외,8,대합실 1층 8번출구 앞
서울교통공사S5,5호선,마천,지하,1,외,1,대합실 지하1층 1번출구 방향에서우측 코너
